-0.268068	0.212836	-0.963400
-0.274546	0.211680	-0.961574
-0.281004	0.210496	-0.959706
-0.287444	0.209284	-0.957798
-0.293863	0.208044	-0.955848
-0.300262	0.206777	-0.953857
-0.306640	0.205482	-0.951825
-0.312998	0.204159	-0.949754
-0.319334	0.202810	-0.947642
-0.325648	0.201432	-0.945491
-0.331940	0.200028	-0.943301
-0.338209	0.198596	-0.941071
-0.344456	0.197137	-0.938802
-0.350680	0.195651	-0.936495
-0.356881	0.194138	-0.934150
-0.363057	0.192598	-0.931767
-0.369210	0.191032	-0.929346
-0.375338	0.189438	-0.926888
-0.381442	0.187818	-0.924393
-0.387521	0.186171	-0.921861
-0.393575	0.184498	-0.919293
-0.399603	0.182798	-0.916688
-0.405605	0.181072	-0.914048
-0.411581	0.179320	-0.911373
-0.417532	0.177542	-0.908662
-0.423455	0.175737	-0.905917
-0.429352	0.173907	-0.903137
-0.435222	0.172051	-0.900323
-0.441064	0.170169	-0.897476
-0.446879	0.168262	-0.894594
-0.452666	0.166328	-0.891680
-0.458426	0.164370	-0.888733
-0.464157	0.162386	-0.885753
-0.469860	0.160377	-0.882741
-0.475534	0.158343	-0.879697
-0.481179	0.156283	-0.876622
-0.486796	0.154199	-0.873516
-0.492384	0.152090	-0.870378
-0.497942	0.149956	-0.867210
-0.503471	0.147798	-0.864012
-0.508970	0.145615	-0.860784
-0.514439	0.143408	-0.857527
-0.519879	0.141177	-0.854240
-0.525288	0.138921	-0.850925
-0.530667	0.136642	-0.847580
-0.536016	0.134338	-0.844208
-0.541334	0.132011	-0.840807
-0.546622	0.129661	-0.837379
-0.551879	0.127286	-0.833924
-0.557106	0.124889	-0.830442
-0.562301	0.122468	-0.826933
-0.567465	0.120024	-0.823397
-0.572598	0.117557	-0.819836
-0.577700	0.115067	-0.816249
-0.582771	0.112554	-0.812637
-0.587810	0.110019	-0.808999
-0.592817	0.107461	-0.805337
-0.597793	0.104881	-0.801650
-0.602738	0.102279	-0.797939
-0.607651	0.099654	-0.794204
-0.612532	0.097008	-0.790446
-0.617381	0.094340	-0.786664
-0.622198	0.091650	-0.782860
-0.626984	0.088939	-0.779032
-0.631737	0.086207	-0.775183
-0.636459	0.083453	-0.771311
-0.641148	0.080678	-0.767417
-0.645806	0.077882	-0.763502
-0.650431	0.075066	-0.759565
-0.655024	0.072229	-0.755608
-0.659585	0.069371	-0.751630
-0.664114	0.066493	-0.747631
-0.668611	0.063595	-0.743612
-0.673076	0.060677	-0.739574
-0.677508	0.057739	-0.735515
-0.681909	0.054781	-0.731437
-0.686277	0.051804	-0.727340
-0.690613	0.048807	-0.723225
-0.694917	0.045791	-0.719090
-0.699188	0.042756	-0.714938
-0.703428	0.039702	-0.710767
-0.707635	0.036630	-0.706578
-0.711811	0.033539	-0.702371
-0.715954	0.030429	-0.698147
-0.720065	0.027301	-0.693906
-0.724145	0.024155	-0.689648
-0.728192	0.020991	-0.685373
-0.732207	0.017809	-0.681082
-0.736191	0.014610	-0.676774
-0.740142	0.011393	-0.672451
-0.744062	0.008159	-0.668111
-0.747949	0.004908	-0.663756
-0.751805	0.001640	-0.659385
