0.981552	-nan	-0.191196
0.980916	-nan	-0.194432
0.980271	-nan	-0.197660
0.979615	-nan	-0.200882
0.978951	-nan	-0.204098
0.978276	-nan	-0.207306
0.977592	-nan	-0.210508
0.976899	-nan	-0.213703
0.976196	-nan	-0.216890
0.975484	-nan	-0.220071
0.974762	-nan	-0.223245
0.974032	-nan	-0.226412
0.973292	-nan	-0.229571
0.972543	-nan	-0.232723
0.971785	-nan	-0.235868
0.971018	-nan	-0.239005
0.970243	-nan	-0.242135
0.969458	-nan	-0.245258
0.968665	-nan	-0.248373
0.967863	-nan	-0.251480
0.967052	-nan	-0.254580
0.966232	-nan	-0.257672
0.965405	-nan	-0.260756
0.964568	-nan	-0.263833
0.963724	-nan	-0.266902
0.962871	-nan	-0.269963
0.962009	-nan	-0.273016
0.961140	-nan	-0.276061
0.960262	-nan	-0.279099
0.959377	-nan	-0.282128
0.958483	-nan	-0.285150
0.957581	-nan	-0.288163
0.956672	-nan	-0.291169
0.955754	-nan	-0.294166
0.954829	-nan	-0.297155
0.953896	-nan	-0.300136
0.952956	-nan	-0.303110
0.952008	-nan	-0.306075
0.951052	-nan	-0.309031
0.950089	-nan	-0.311980
0.949118	-nan	-0.314920
0.948140	-nan	-0.317853
0.947155	-nan	-0.320777
0.946162	-nan	-0.323693
0.945163	-nan	-0.326600
0.944156	-nan	-0.329500
0.943142	-nan	-0.332391
0.942121	-nan	-0.335274
0.941093	-nan	-0.338149
0.940058	-nan	-0.341015
0.939016	-nan	-0.343874
0.937967	-nan	-0.346724
0.936912	-nan	-0.349565
0.935850	-nan	-0.352399
0.934781	-nan	-0.355225
0.933706	-nan	-0.358042
0.932624	-nan	-0.360851
0.931535	-nan	-0.363652
0.930440	-nan	-0.366444
0.929339	-nan	-0.369229
0.928231	-nan	-0.372005
0.927117	-nan	-0.374773
0.925996	-nan	-0.377533
0.924869	-nan	-0.380285
0.923736	-nan	-0.383029
0.922597	-nan	-0.385765
0.921452	-nan	-0.388492
0.920301	-nan	-0.391212
0.919143	-nan	-0.393924
0.917980	-nan	-0.396627
0.916810	-nan	-0.399323
0.915635	-nan	-0.402011
0.914454	-nan	-0.404691
0.913266	-nan	-0.407363
0.912073	-nan	-0.410027
0.910875	-nan	-0.412683
