0.910228	-nan	0.414106
0.911431	-nan	0.411453
0.912627	-nan	0.408792
0.913818	-nan	0.406123
0.915003	-nan	0.403447
0.916182	-nan	0.400762
0.917355	-nan	0.398069
0.918522	-nan	0.395369
0.919684	-nan	0.392660
0.920839	-nan	0.389944
0.921988	-nan	0.387219
0.923130	-nan	0.384487
0.924267	-nan	0.381746
0.925398	-nan	0.378998
0.926522	-nan	0.376241
0.927640	-nan	0.373476
0.928752	-nan	0.370703
0.929857	-nan	0.367922
0.930956	-nan	0.365132
0.932048	-nan	0.362335
0.933134	-nan	0.359529
0.934213	-nan	0.356715
0.935286	-nan	0.353893
0.936352	-nan	0.351063
0.937411	-nan	0.348224
0.938464	-nan	0.345378
0.939510	-nan	0.342523
0.940548	-nan	0.339660
0.941580	-nan	0.336788
0.942605	-nan	0.333909
0.943624	-nan	0.331021
0.944634	-nan	0.328125
0.945638	-nan	0.325220
0.946635	-nan	0.322308
0.947624	-nan	0.319387
0.948606	-nan	0.316458
0.949581	-nan	0.313521
0.950549	-nan	0.310576
0.951509	-nan	0.307622
0.952461	-nan	0.304661
0.953406	-nan	0.301691
0.954343	-nan	0.298713
0.955273	-nan	0.295727
0.956194	-nan	0.292733
0.957108	-nan	0.289731
0.958014	-nan	0.286721
0.958912	-nan	0.283702
0.959803	-nan	0.280676
0.960685	-nan	0.277642
0.961559	-nan	0.274600
0.962424	-nan	0.271550
0.963282	-nan	0.268492
0.964131	-nan	0.265427
0.964972	-nan	0.262353
0.965804	-nan	0.259272
0.966628	-nan	0.256183
0.967444	-nan	0.253086
0.968250	-nan	0.249982
0.969049	-nan	0.246870
0.969838	-nan	0.243751
0.970618	-nan	0.240624
0.971390	-nan	0.237490
0.972153	-nan	0.234348
0.972907	-nan	0.231199
0.973651	-nan	0.228042
0.974387	-nan	0.224879
0.975113	-nan	0.221708
0.975830	-nan	0.218530
0.976538	-nan	0.215345
0.977236	-nan	0.212153
0.977925	-nan	0.208955
0.978605	-nan	0.205749
0.979275	-nan	0.202536
0.979935	-nan	0.199317
0.980586	-nan	0.196091
0.981227	-nan	0.192859
0.981858	-nan	0.189620
0.982479	-nan	0.186375
0.983090	-nan	0.183123
0.983691	-nan	0.179865
0.984283	-nan	0.176601
0.984864	-nan	0.173330
0.985435	-nan	0.170054
0.985995	-nan	0.166772
0.986546	-nan	0.163484
0.987086	-nan	0.160190
0.987616	-nan	0.156891
0.988135	-nan	0.153586
0.988644	-nan	0.150275
0.989143	-nan	0.146959
0.989630	-nan	0.143638
0.990107	-nan	0.140312
0.990574	-nan	0.136981
0.991029	-nan	0.133644
0.991474	-nan	0.130303
0.991908	-nan	0.126957
0.992331	-nan	0.123606
0.992744	-nan	0.120251
0.993145	-nan	0.116891
0.993535	-nan	0.113528
0.993914	-nan	0.110159
0.994282	-nan	0.106787
0.994639	-nan	0.103411
0.994984	-nan	0.100031
0.995319	-nan	0.096647
0.995642	-nan	0.093259
0.995954	-nan	0.089868
0.996254	-nan	0.086473
0.996543	-nan	0.083076
0.996821	-nan	0.079675
0.997087	-nan	0.076271
0.997342	-nan	0.072864
0.997585	-nan	0.069454
0.997817	-nan	0.066042
0.998037	-nan	0.062627
0.998246	-nan	0.059210
0.998443	-nan	0.055790
0.998628	-nan	0.052368
0.998801	-nan	0.048945
0.998963	-nan	0.045519
0.999114	-nan	0.042091
0.999252	-nan	0.038662
0.999379	-nan	0.035232
0.999494	-nan	0.031800
0.999598	-nan	0.028367
0.999689	-nan	0.024933
0.999769	-nan	0.021497
0.999837	-nan	0.018061
0.999893	-nan	0.014625
0.999937	-nan	0.011187
0.999970	-nan	0.007749
0.999991	-nan	0.004311
1.000000	-nan	0.000873
0.999997	-nan	-0.002565
0.999982	-nan	-0.006003
0.999955	-nan	-0.009441
0.999917	-nan	-0.012879
0.999867	-nan	-0.016316
0.999805	-nan	-0.019752
0.999731	-nan	-0.023188
0.999646	-nan	-0.026622
0.999548	-nan	-0.030056
0.999439	-nan	-0.033488
0.999318	-nan	-0.036919
0.999186	-nan	-0.040349
0.999041	-nan	-0.043777
0.998885	-nan	-0.047204
0.998718	-nan	-0.050628
0.998538	-nan	-0.054051
0.998347	-nan	-0.057471
0.998145	-nan	-0.060890
0.997930	-nan	-0.064306
0.997704	-nan	-0.067719
0.997467	-nan	-0.071130
0.997218	-nan	-0.074538
0.996958	-nan	-0.077943
0.996686	-nan	-0.081345
0.996403	-nan	-0.084744
0.996108	-nan	-0.088140
0.995802	-nan	-0.091533
0.995485	-nan	-0.094922
0.995156	-nan	-0.098307
0.994816	-nan	-0.101689
0.994465	-nan	-0.105067
0.994103	-nan	-0.108441
0.993729	-nan	-0.111811
0.993345	-nan	-0.115177
0.992949	-nan	-0.118538
0.992543	-nan	-0.121895
0.992125	-nan	-0.125248
0.991697	-nan	-0.128596
0.991258	-nan	-0.131939
0.990808	-nan	-0.135277
0.990347	-nan	-0.138611
0.989875	-nan	-0.141939
0.989393	-nan	-0.145263
0.988900	-nan	-0.148581
0.988397	-nan	-0.151893
0.987883	-nan	-0.155201
0.987359	-nan	-0.158502
0.986824	-nan	-0.161799
0.986279	-nan	-0.165089
0.985723	-nan	-0.168374
0.985158	-nan	-0.171652
0.984582	-nan	-0.174925
0.983996	-nan	-0.178192
0.983400	-nan	-0.181453
0.982794	-nan	-0.184707
0.982178	-nan	-0.187955
